label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0,0,0,0,-0.051188827,-0.01505363,-0.007070137,-0.09853965,-0.05744797,-0.014315091,-0.134611487,-0.078643739,-0.024632981,-0.157106221,-0.111302197,-0.034161577,-0.08274579,-0.186599433,0.000657523,-0.119621873,-0.216265261,-0.02594237,-0.141791403,-0.187015355,-0.047239063,-0.149037421,-0.150824308,-0.057375515,-0.066714525,-0.217512935,-0.008148362,-0.097971916,-0.302915543,-0.021779508,-0.11725086,-0.362612784,-0.029580267,-0.130674779,-0.416219682,-0.033486476,-0.04120189,-0.225613534,-0.021627709,-0.06095624,-0.317671359,-0.036577782,-0.075502932,-0.377685696,-0.040418381,-0.088402152,-0.431524068,-0.040958138,-0.010971963,-0.212835103,-0.036619334,-0.00686425,-0.290920228,-0.050387038,-0.00511086,-0.350119948,-0.05148614,-0.00513351,-0.406264946,-0.04975641
0,0,0,0,-0.050836623,-0.017541945,-0.006793964,-0.097584367,-0.059212387,-0.013742269,-0.133073032,-0.079103887,-0.023760565,-0.155176699,-0.109835207,-0.033200511,-0.08620894,-0.18547833,0.000770743,-0.123429537,-0.215104491,-0.025917164,-0.14391613,-0.184893727,-0.047261399,-0.148796618,-0.147785693,-0.057191052,-0.069223344,-0.218065888,-0.007896311,-0.09884423,-0.305513114,-0.021485939,-0.117474377,-0.365829676,-0.029843903,-0.130828798,-0.420054704,-0.034041633,-0.042778492,-0.227070749,-0.021112665,-0.061584055,-0.318000913,-0.036946339,-0.07626313,-0.378740266,-0.042998039,-0.089208841,-0.432942361,-0.044821852,-0.011775017,-0.21318835,-0.03556449,-0.005828917,-0.289745122,-0.0495958,-0.003161669,-0.348161012,-0.051289045,-0.001920342,-0.402913526,-0.04992652
0,0,0,0,-0.050885797,-0.017836034,-0.005141962,-0.098442137,-0.061246395,-0.010640691,-0.134771883,-0.080271661,-0.019440485,-0.154994726,-0.113864005,-0.027560483,-0.083516359,-0.186641991,0.0032032,-0.120817482,-0.218119711,-0.023790277,-0.142965555,-0.187742174,-0.045757628,-0.149597287,-0.149329603,-0.056114822,-0.067247629,-0.217676908,-0.005900462,-0.097827375,-0.307170063,-0.019909616,-0.116512835,-0.36845994,-0.028659626,-0.129659951,-0.422359973,-0.03296256,-0.041497171,-0.226973444,-0.019544981,-0.059726417,-0.320101142,-0.035160004,-0.074154019,-0.381411627,-0.040968526,-0.087123275,-0.436178267,-0.042550187,-0.0112499,-0.214118779,-0.034355029,-0.005162597,-0.291641325,-0.048021517,-0.002224982,-0.350537658,-0.049422118,-0.001234472,-0.405883238,-0.047884255
0,0,0,0,-0.050473511,-0.01830405,-0.005692603,-0.096918881,-0.058244348,-0.01266262,-0.133368015,-0.076685488,-0.022869134,-0.155301034,-0.109336197,-0.032676885,-0.084450245,-0.184747308,0.001213288,-0.122157037,-0.212351054,-0.026502153,-0.144331694,-0.181513608,-0.049598405,-0.151253521,-0.14457503,-0.060861559,-0.067722559,-0.21650508,-0.008158708,-0.097541392,-0.306070209,-0.02239109,-0.115796149,-0.367277533,-0.031887507,-0.12893194,-0.421261057,-0.03695062,-0.041387141,-0.225373596,-0.021961838,-0.058335185,-0.31810084,-0.038031975,-0.071864843,-0.380533263,-0.044699089,-0.08441782,-0.435938105,-0.047022516,-0.010311782,-0.210821182,-0.036861816,-0.002728283,-0.288403064,-0.050277808,0.000935972,-0.34721902,-0.051379518,0.002230763,-0.4024546,-0.049804738
0,0,0,0,-0.051441014,-0.017114639,-0.005474273,-0.097573698,-0.06102705,-0.011465692,-0.133820534,-0.080811858,-0.020507635,-0.156427801,-0.111340404,-0.029116228,-0.082155943,-0.189014047,0.001462711,-0.119970024,-0.217458338,-0.024546202,-0.142354369,-0.187294573,-0.045650018,-0.149313509,-0.150681019,-0.055700445,-0.065764904,-0.219994724,-0.007780941,-0.096973479,-0.308887482,-0.021498951,-0.11558944,-0.369244128,-0.029809906,-0.127908647,-0.42201902,-0.033944738,-0.039694965,-0.227792412,-0.021363232,-0.058929265,-0.321782529,-0.036788808,-0.073290586,-0.38290602,-0.042478462,-0.085716546,-0.436972514,-0.044213196,-0.008941591,-0.212528884,-0.0360966,-0.003508925,-0.288488388,-0.049621788,-0.000523329,-0.345572293,-0.050989584,0.00102067,-0.399153441,-0.0495945
0,0,0,0,-0.051982105,-0.017611921,-0.006436979,-0.097971737,-0.058781087,-0.013611748,-0.134292543,-0.077857196,-0.023957909,-0.157135963,-0.108732462,-0.033930064,-0.083938837,-0.186136633,0.001431307,-0.12115556,-0.215815663,-0.026060303,-0.143612266,-0.184819579,-0.048896634,-0.151035964,-0.148040444,-0.0600505,-0.066536248,-0.217544705,-0.007648727,-0.096667051,-0.30458799,-0.022119203,-0.115647495,-0.365285277,-0.031446268,-0.129158378,-0.419329092,-0.036539388,-0.040388346,-0.225657642,-0.021356273,-0.058570206,-0.318439454,-0.036825822,-0.072919965,-0.379209861,-0.04251269,-0.085773349,-0.432974651,-0.04433176,-0.009987831,-0.210711539,-0.036412337,-0.005408466,-0.286408931,-0.04912486,-0.003524601,-0.342866242,-0.049904783,-0.003195941,-0.395599619,-0.048260425
0,0,0,0,-0.051569045,-0.016533017,-0.006481158,-0.098100424,-0.058517992,-0.013428778,-0.134387374,-0.078270793,-0.023373201,-0.156989574,-0.109343112,-0.032759886,-0.083882272,-0.188297927,0.00195698,-0.121341527,-0.21613133,-0.025370108,-0.14366883,-0.185893446,-0.048530582,-0.151366889,-0.14934355,-0.059776716,-0.066948533,-0.219005287,-0.006863511,-0.097056925,-0.306765586,-0.021217789,-0.116494596,-0.366304398,-0.03093058,-0.130236626,-0.418400869,-0.036030821,-0.041096389,-0.226758748,-0.020174894,-0.059002399,-0.319927365,-0.034869611,-0.072781801,-0.380689129,-0.03990088,-0.084825695,-0.434568942,-0.041037611,-0.011216581,-0.211418033,-0.034896586,-0.008160293,-0.288054109,-0.046168916,-0.006742239,-0.344397068,-0.045622602,-0.006327391,-0.397339612,-0.042854808
0,0,0,0,-0.052582324,-0.018246114,-0.006229572,-0.098259747,-0.059899092,-0.013774922,-0.134142458,-0.079115748,-0.02456879,-0.156662107,-0.108963609,-0.03512528,-0.084382772,-0.188332975,0.003299054,-0.121460617,-0.216550678,-0.024649309,-0.143283486,-0.183066964,-0.049541851,-0.150527954,-0.145517677,-0.062329011,-0.068371117,-0.218350053,-0.006060819,-0.097890854,-0.307078809,-0.021350998,-0.117986441,-0.364684194,-0.033450553,-0.13251394,-0.415574282,-0.040618716,-0.04364711,-0.224935263,-0.019885357,-0.060657084,-0.318071127,-0.035026284,-0.074343324,-0.378448397,-0.041861376,-0.087213993,-0.433942065,-0.044649629,-0.014888763,-0.207382888,-0.035042187,-0.01392287,-0.28270787,-0.045477712,-0.014363766,-0.337076753,-0.044744736,-0.016221106,-0.388957381,-0.042475087
0,0,0,0,-0.052627027,-0.015954196,-0.005608173,-0.098890722,-0.058859766,-0.011966665,-0.134793758,-0.077519596,-0.02147303,-0.158628345,-0.105523705,-0.030703153,-0.086623788,-0.185004354,0.003498633,-0.124804139,-0.213458538,-0.022765826,-0.146308661,-0.180617183,-0.045830665,-0.152905405,-0.143609613,-0.057556199,-0.070364237,-0.216985852,-0.005689923,-0.099896491,-0.3038719,-0.020318102,-0.119636774,-0.36245209,-0.031320313,-0.13392067,-0.413926005,-0.037703315,-0.046286881,-0.224258929,-0.019233026,-0.061164618,-0.317566156,-0.034149675,-0.074106514,-0.378886685,-0.040837137,-0.087152481,-0.434346184,-0.043506386,-0.018568993,-0.207134753,-0.033958847,-0.016475081,-0.281731814,-0.04507626,-0.017551124,-0.335748553,-0.045084456,-0.020733535,-0.385996938,-0.043275101
0,0,0,0,-0.050672114,-0.016327322,-0.005945105,-0.095960975,-0.061299443,-0.012911889,-0.132153332,-0.081193864,-0.02300533,-0.155261695,-0.109494448,-0.032682978,-0.082019508,-0.187439889,0.002944743,-0.120337784,-0.219436496,-0.023599711,-0.141928315,-0.18618691,-0.046655607,-0.147556365,-0.147184074,-0.058299225,-0.066586614,-0.218456984,-0.006012513,-0.096463144,-0.307893038,-0.02085487,-0.117711961,-0.367352664,-0.031955634,-0.132593215,-0.419127345,-0.038584911,-0.043204427,-0.225418061,-0.019348121,-0.059402347,-0.319255918,-0.033635803,-0.072162867,-0.383210674,-0.03993043,-0.084362268,-0.440454572,-0.042502709,-0.01584965,-0.209225535,-0.033974126,-0.0168975,-0.28595081,-0.044108987,-0.018990099,-0.341397703,-0.043719098,-0.022455812,-0.391922951,-0.041883197
0,0,0,0,-0.051539242,-0.017641008,-0.005316378,-0.097505391,-0.05942899,-0.011827989,-0.133558393,-0.079555988,-0.021507521,-0.155494094,-0.110890567,-0.030869259,-0.0806126,-0.18386656,0.003739084,-0.118996978,-0.215708584,-0.021914775,-0.140889347,-0.183946341,-0.044435325,-0.147410214,-0.145580262,-0.055711719,-0.065408945,-0.214120001,-0.005081713,-0.091641545,-0.3068057,-0.020954934,-0.114284098,-0.361732811,-0.03324044,-0.132346392,-0.408151507,-0.040271292,-0.044233799,-0.221573174,-0.017941161,-0.059068501,-0.316676795,-0.032967127,-0.074535072,-0.377298012,-0.040639869,-0.08959949,-0.430633143,-0.043699733,-0.020597339,-0.204535902,-0.0318664,-0.020446718,-0.280504704,-0.041774279,-0.023701727,-0.335783064,-0.042024373,-0.028335154,-0.385638416,-0.040455187
0,0,0,0,-0.051053107,-0.017175913,-0.00433964,-0.096501827,-0.059891105,-0.010281629,-0.131683826,-0.078065038,-0.019421551,-0.153661191,-0.107449114,-0.02850536,-0.08051461,-0.186542481,0.004236433,-0.117511928,-0.216141552,-0.020979803,-0.13996613,-0.182075471,-0.043754538,-0.147704124,-0.14287591,-0.055352961,-0.065967739,-0.214969188,-0.005138093,-0.092365921,-0.306623608,-0.020486593,-0.114878237,-0.360328496,-0.032627018,-0.132576764,-0.406136587,-0.039604006,-0.045028329,-0.220450312,-0.018420936,-0.059243917,-0.316934168,-0.032625859,-0.074264288,-0.37801446,-0.040155021,-0.088387728,-0.432510778,-0.043323764,-0.021727741,-0.201412022,-0.032729754,-0.023045897,-0.277799875,-0.041886346,-0.027106822,-0.332917601,-0.041606767,-0.031933308,-0.38349162,-0.039841657
0,0,0,0,-0.05074501,-0.020315349,-0.00639611,-0.096223593,-0.063606203,-0.014227705,-0.130892992,-0.083926976,-0.025538915,-0.153875947,-0.116490066,-0.036459434,-0.078303993,-0.194577187,0.003549146,-0.117288053,-0.224775225,-0.023671898,-0.140435755,-0.186307669,-0.048429373,-0.149125874,-0.144229561,-0.060980606,-0.06220448,-0.222122669,-0.004909156,-0.085996091,-0.311848998,-0.019738338,-0.111697972,-0.361745805,-0.032052467,-0.13436693,-0.402812362,-0.039585079,-0.041350186,-0.226737201,-0.017729646,-0.059093952,-0.31648463,-0.031080399,-0.079800069,-0.370514244,-0.037868312,-0.100523353,-0.416464224,-0.040710668,-0.018755913,-0.209222019,-0.031984611,-0.024650037,-0.281365007,-0.040609251,-0.036703348,-0.329951465,-0.040234196,-0.051279008,-0.371416256,-0.038243337
0,0,0,0,-0.049852431,-0.021485925,-0.005460775,-0.094410956,-0.066300631,-0.012058853,-0.129570365,-0.085352123,-0.022572145,-0.151895523,-0.118391782,-0.032507368,-0.074488521,-0.196294039,0.008212848,-0.112951875,-0.224301308,-0.018437339,-0.136754453,-0.189133853,-0.043563057,-0.146997213,-0.148782551,-0.056381922,-0.058846712,-0.224569649,3.1434753484660405e-05,-0.08012104,-0.310581386,-0.01457637,-0.106141925,-0.357653916,-0.026823379,-0.129380941,-0.392265201,-0.034034372,-0.037947476,-0.230173647,-0.012794592,-0.052475393,-0.316391975,-0.025337024,-0.073684692,-0.366403028,-0.031623852,-0.095742285,-0.40530543,-0.033766512,-0.016094148,-0.212883681,-0.027181976,-0.019324243,-0.28119576,-0.034852397,-0.033457756,-0.32576859,-0.034513503,-0.051189721,-0.360313922,-0.032353584
0,0,0,0,-0.050896764,-0.021810114,-0.003978432,-0.095644951,-0.064812839,-0.009771879,-0.130114198,-0.083972216,-0.019556392,-0.152582645,-0.117816478,-0.028882505,-0.073770344,-0.196556479,0.009372682,-0.112749577,-0.220339,-0.016827695,-0.137299478,-0.188058555,-0.041862531,-0.148861825,-0.150049984,-0.05460001,-0.057903469,-0.223442137,0.000509954,-0.077520967,-0.310898006,-0.015360315,-0.104658902,-0.355968803,-0.028307347,-0.129867494,-0.385898754,-0.035275226,-0.036826611,-0.228638202,-0.012761411,-0.048270524,-0.316711038,-0.025909157,-0.070045233,-0.366573393,-0.032538162,-0.093195081,-0.402960196,-0.034321068,-0.015503585,-0.211191922,-0.027432825,-0.016536355,-0.281529218,-0.034975184,-0.031383038,-0.327043205,-0.034591971,-0.050472379,-0.361618876,-0.03209229
0,0,0,0,-0.049307883,-0.020644069,-0.004803719,-0.092305839,-0.061848283,-0.011219872,-0.126410902,-0.081950665,-0.02134885,-0.148762524,-0.117414981,-0.031040439,-0.0722754,-0.192304432,0.008284529,-0.109327734,-0.216756254,-0.018077926,-0.134084582,-0.186583221,-0.043053561,-0.145666778,-0.149616271,-0.055900675,-0.056516051,-0.220140189,-0.00040507,-0.076660395,-0.308725923,-0.016766849,-0.102881968,-0.352772206,-0.029885379,-0.127092302,-0.382670671,-0.036813852,-0.035442233,-0.226495743,-0.013477028,-0.047132492,-0.315174133,-0.027068873,-0.069118202,-0.365819916,-0.033980661,-0.092441678,-0.404300496,-0.035972727,-0.013419747,-0.209260821,-0.027971624,-0.014812112,-0.278485864,-0.035942664,-0.029695809,-0.323129475,-0.035704711,-0.048929095,-0.357223779,-0.03336876
0,0,0,0,-0.050091743,-0.019987345,-0.004938144,-0.093721986,-0.062321424,-0.011128496,-0.127862215,-0.083224356,-0.021031541,-0.150306284,-0.118261278,-0.030481418,-0.073195338,-0.193661183,0.008561541,-0.1109972,-0.219914317,-0.0177733,-0.135146618,-0.188794494,-0.042626416,-0.146116853,-0.150267422,-0.055337896,-0.05696106,-0.222401738,-9.19E-05,-0.077585757,-0.310174078,-0.016974264,-0.104138255,-0.351290971,-0.030258767,-0.128682494,-0.376841664,-0.037024518,-0.035635352,-0.229211152,-0.013164775,-0.047719479,-0.317918807,-0.026708353,-0.070422828,-0.367405578,-0.033578978,-0.094424069,-0.403660074,-0.035462217,-0.013629436,-0.212408632,-0.027745161,-0.016064823,-0.282126397,-0.035909941,-0.031829953,-0.326896906,-0.036091709,-0.051858783,-0.360280633,-0.033948009
0,0,0,0,-0.050370753,-0.020582676,-0.005893454,-0.093738675,-0.060874462,-0.013401281,-0.127845764,-0.080800116,-0.024510063,-0.151256084,-0.115610838,-0.035240752,-0.073943675,-0.192994744,0.006900241,-0.110948145,-0.218082279,-0.020514773,-0.13559556,-0.188394397,-0.046648344,-0.148121119,-0.151143134,-0.060327092,-0.0578354,-0.2201083,-0.001919984,-0.078148425,-0.309607118,-0.019604809,-0.104990959,-0.351116806,-0.034029985,-0.130199254,-0.377174273,-0.041697541,-0.036262393,-0.225308865,-0.01517854,-0.049225986,-0.31491369,-0.029291324,-0.072021782,-0.365160674,-0.036928886,-0.096130252,-0.402477771,-0.039479038,-0.014033437,-0.207270294,-0.029988546,-0.01736027,-0.277171999,-0.038371162,-0.033314228,-0.321880519,-0.038631836,-0.05337733,-0.355750263,-0.036699274
0,0,0,0,-0.04924947,-0.019435227,-0.005025423,-0.093204021,-0.062376976,-0.011451793,-0.12771666,-0.082251906,-0.021616345,-0.151078045,-0.116134882,-0.031427184,-0.074246049,-0.194171458,0.008416114,-0.112904489,-0.218751639,-0.017446069,-0.136572123,-0.188349158,-0.04222144,-0.147465587,-0.150160253,-0.054965442,-0.057439208,-0.222667754,-0.000241127,-0.077645063,-0.309400529,-0.01642715,-0.104850948,-0.349482596,-0.029677745,-0.130222738,-0.372603789,-0.036614889,-0.035653889,-0.228363723,-0.013280288,-0.047575593,-0.315522134,-0.02647046,-0.070599139,-0.364094913,-0.033456879,-0.095040262,-0.398840964,-0.035594864,-0.013083398,-0.210138381,-0.027789878,-0.015376329,-0.278500885,-0.035614303,-0.031147003,-0.321404546,-0.035535066,-0.051633179,-0.352671772,-0.03331955
0,0,0,0,-0.050959826,-0.019835472,-0.00448477,-0.095914006,-0.062178433,-0.010431802,-0.129968166,-0.082088292,-0.019955244,-0.152786911,-0.115959406,-0.029137751,-0.076140106,-0.19521597,0.00771596,-0.114265323,-0.219438881,-0.018124133,-0.137320757,-0.188383192,-0.042918202,-0.148325026,-0.149901718,-0.055758894,-0.059284568,-0.222148269,-0.001148704,-0.079229474,-0.308889329,-0.017778061,-0.106102526,-0.348794758,-0.031311058,-0.131162882,-0.371339187,-0.038395427,-0.037062287,-0.226234555,-0.014215412,-0.04918474,-0.314405739,-0.027900616,-0.07154578,-0.363530636,-0.035252515,-0.095164657,-0.398671612,-0.037595257,-0.014139533,-0.206913888,-0.028603133,-0.015986741,-0.27598837,-0.03712761,-0.031286955,-0.319637746,-0.037533835,-0.051051617,-0.352313697,-0.035578173
0,0,0,0,-0.049178958,-0.018762529,-0.006420966,-0.09270376,-0.059506118,-0.014105306,-0.126528919,-0.079335868,-0.025089093,-0.149518907,-0.114696443,-0.03564632,-0.073392808,-0.196029037,0.005494491,-0.111488283,-0.219535381,-0.020951556,-0.134512424,-0.187306821,-0.046085563,-0.145016193,-0.14779672,-0.059317071,-0.057100713,-0.223120064,-0.003163307,-0.077711463,-0.30954662,-0.020765035,-0.105647802,-0.347965539,-0.034810156,-0.131386459,-0.369474337,-0.042230983,-0.035744011,-0.226312995,-0.01621647,-0.046624601,-0.316551507,-0.031209631,-0.06984961,-0.366658658,-0.039486047,-0.094002187,-0.403284222,-0.042512425,-0.013518035,-0.205082119,-0.03065303,-0.014277041,-0.274528742,-0.040662121,-0.029799104,-0.319091916,-0.042058822,-0.049926698,-0.352967232,-0.040852853
